"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"ErGyldigForPoengtilleggAmbulantBehandling";"DRG_CCNivå";"DRG_CCGruppe";"ErSomatikk"
"458";"Mindre omfattende forbrenninger med hudtransplantasjon";5.166;28;"K";5.166;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"459";"Mindre omfattende forbrenninger med revisjon/annen operasjon";1.599;14;"K";1.599;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"460";"Mindre omfattende forbrenninger uten operativ behandling";0.754;11;"M";0.754;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"461";"Operasjoner på pasienter m/diagnose i HDG 23";1.571;8;"K";1.571;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"463";"Symptomer og funn m/bk";0.937;10;"M";0.937;23;0;"Ordinære innleggelser med overnatting";0;1;"463_464";"Ja"
"464";"Symptomer og funn u/bk";0.668;6;"M";0.668;23;0;"Ordinære innleggelser med overnatting";0;0;"463_464";"Ja"
"465";"Etterbehandling m/ondartet sykdom som bidiagnose";1.444;15;"M";1.444;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"466";"Etterbehandling u/ondartet sykdom som bidiagnose";0.919;11;"M";0.919;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"467";"Påvirkninger på helsetilstanden ITAD";0.498;4;"M";0.498;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"468";"Større op uten sammenheng med hoveddiagnosen";4.330;31;"K";4.330;99;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"470";"Ikke grupperbar pga manglende opplysninger";0.000;0;;0.000;99;0;"Feilgruppering";0;"Null";"Null";"Ja"
"472";"Omfattende forbrenninger med operativ behandling";4.286;42;"K";4.286;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"473";"Akutt leukemi  >17 år";3.004;31;"M";3.004;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"477";"Mindre op uten sammenheng med hoveddiagnosen";2.721;25;"K";2.721;99;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"478";"Karkirurgisk operasjon ITAD m/bk";2.464;15;"K";2.464;5;0;"Ordinære innleggelser med overnatting";0;1;"478_479";"Ja"
"479";"Karkirurgisk operasjon ITAD u/bk";1.578;6;"K";1.578;5;0;"Ordinære innleggelser med overnatting";0;0;"478_479";"Ja"
"480";"Levertransplantasjon";31.223;71;"K";31.223;7;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"482";"Tracheostomi eller vevstransplantasjon ved sykdommer i ansikt, munnhule eller hals";10.815;51;"K";10.815;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"483";"Tracheostomi ekskl for sykd i ansikt, munnhule eller hals";27.879;102;"K";27.879;40;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"484";"Kraniotomi ved signifikant multitraume";12.009;40;"K";12.009;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"485";"Større op hofte/lårbensop og replantasjoner ved HDG 21";6.385;30;"K";6.385;21;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"486";"Operasjoner ved signifikant multitraume ITAD";7.034;30;"K";7.034;21;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"487";"Signifikant multitraume ITAD";2.467;30;"M";2.467;21;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"489";"HIV m/ betydelig HIV relatert sykdom";2.677;25;"M";2.677;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"490";"HIV med eller uten bidiagnose";1.710;24;"M";1.710;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"491";"Proteseop og replantasjon i skulder/albue/håndledd";3.044;11;"K";3.044;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"493";"Endoskopisk eller laparoskopisk kolecystektomi u/ eksplor av gallegang m/bk";2.188;19;"K";2.188;7;0;"Ordinære innleggelser med overnatting";0;1;"493_494";"Ja"
"494";"Endoskopisk eller laparoskopisk kolecystektomi u/ eksplor av gallegang u/bk";1.343;6;"K";1.077;7;0;"Ordinære innleggelser med overnatting";0;0;"493_494";"Ja"
"495";"Lungetransplantasjon";25.369;78;"K";25.369;4;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"502";"Mastektomi med rekonstruksjon av bryst v/ondartet svulst";2.805;7;"K";2.805;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"509";"Andre operasjoner på bryst";1.421;6;"K";1.421;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"520";"Obstruktivt søvnapnesyndrom (OSAS)";0.171;4;"M";0.171;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"521";"Operativ korreksjon av obstruktivt søvnapnesyndrom (OSAS)";0.610;2;"K";0.305;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
530;"Større plastikkirurgi etter stort vekttap (inkl. postbariatrisk kirurgi)";1.598;3;"K";1.598;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
531;"Annen plastikkirurgi etter stort vekttap (inkl. postbariatrisk kirurgi)";1.366;3;"K";1.366;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"570";"Innsetting eller bytte av annet nevrologisk stimuleringsutstyr";3.180;6;"K";3.180;1;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"104A";"Operasjoner på hjerteklaff u/bk";5.207;14;"K";5.207;5;0;"Ordinære innleggelser med overnatting";0;0;"104B_104A";"Ja"
"104B";"Operasjoner på flere hjerteklaffer eller en hjerteklaffoperasjon m/bk";7.411;26;"K";7.411;5;0;"Ordinære innleggelser med overnatting";0;1;"104B_104A";"Ja"
"104D";"Kateterbasert implantasjon av hjerteklaff";6.527;12;"K";6.527;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"104O";"Operasjoner på hjerteklaff inkl hjertekateterisering, dagkirurgisk behandling";2.595;1;"K";2.595;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"107A";"Koronar bypass uten hjertekateterisering eller komplekse ledsagende prosedyrer u/bk";4.744;10;"K";4.744;5;0;"Ordinære innleggelser med overnatting";0;0;"107C_107A";"Ja"
"107B";"Koronar bypass med hjertekateterisering";5.984;20;"K";5.984;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"107C";"Koronar bypass med komplekse ledsagende prosedyrer eller m/bk";6.376;22;"K";6.376;5;0;"Ordinære innleggelser med overnatting";0;1;"107C_107A";"Ja"
"107O";"Koronar bypass, dagkirurgisk behandling";2.364;1;"K";2.364;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"108O";"Op på hjerte og store intratorakale kar ITAD, dagkirurgisk behandling";0.271;1;"K";0.271;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"109N";"Operasjoner på thorakalt aortaaneurisme";8.695;31;"K";8.695;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"110O";"Større kardiovaskulære op, dagkirurgisk behandling";0.354;1;"K";0.354;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"112A";"Annen perkutan kardiovaskulær prosedyre";1.587;9;"K";1.587;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"112B";"Perkutan ablationsbehandling for hjertearytmi";1.900;5;"K";1.900;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"112C";"PCI uten AMI u/bk";0.919;4;"K";0.919;5;0;"Ordinære innleggelser med overnatting";0;0;"112D_112C";"Ja"
"112D";"PCI uten AMI m/bk";1.238;7;"K";1.238;5;0;"Ordinære innleggelser med overnatting";0;1;"112D_112C";"Ja"
"112E";"PCI med AMI u/bk";1.162;5;"K";1.162;5;0;"Ordinære innleggelser med overnatting";0;0;"112F_112E";"Ja"
"112F";"PCI med AMI m/bk";1.648;11;"K";1.648;5;0;"Ordinære innleggelser med overnatting";0;1;"112F_112E";"Ja"
"112P";"Perkutan ablasjonsbehandling for hjertearytmi, dagkirurgisk behandling";1.230;1;"K";1.230;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"112Q";"Annen perkutan kardiovaskulær prosedyre, dagkirurgisk behandling";0.520;1;"K";0.520;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"113O";"Amputasjon av underekstr ekskl tå v/ sirk.svikt, dagkirurgisk behandling";0.278;1;"K";0.278;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"114O";"Amputasjon av overekstr eller tå v/ sirk.svikt, dagkirurgisk behandling";0.124;1;"K";0.124;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"115A";"Revisjon eller fjerning av pacemaker eller defibrillator";2.118;18;"K";2.118;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"115B";"Implantasjon eller bytte av pacemaker";1.796;12;"K";1.796;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"115C";"Innsetting eller bytte av defibrillator";3.096;17;"K";3.096;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"115O";"Revisjon eller fjerning av permanent pacemaker ved AMI, hjertesvikt eller sjokk, dagkirurgisk behandling";0.124;1;"K";0.124;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"116O";"Implantasjon eller bytte av pacemaker, dagkirurgisk behandling";0.700;1;"K";0.700;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"117O";"Innsetting eller bytte av defibrillator, dagkirurgisk behandling";0.956;1;"K";0.956;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"119O";"Inngrep for åreknuter, dagkirurgisk behandling";0.209;1;"K";0.217;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"120O";"Operasjoner på sirkulasjonsorganene ITAD, dagkirurgisk behandling";0.301;1;"K";0.301;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"125O";"Diagnostisk perkutan hjerteprosedyre, dagmedisinsk behandling";0.333;1;"M";0.333;5;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"147O";"Reseksjonsinngrep på rectum, dagkirurgisk behandling";0.215;1;"K";0.215;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"149O";"Større operasjoner på tynntarm og tykktarm, dagkirurgisk behandling";0.386;1;"K";0.386;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"14A";"Spesifikke karsykdommer i hjernen ekskl TIA m/bk";1.952;21;"M";1.952;1;1;"Ordinære innleggelser med overnatting";0;1;"14A_14B";"Ja"
"14B";"Spesifikke karsykdommer i hjernen ekskl TIA u/bk";1.331;21;"M";1.331;1;1;"Ordinære innleggelser med overnatting";0;0;"14A_14B";"Ja"
"151O";"Operasjon for tarmadheranser, dagkirurgisk behandling";0.684;1;"K";0.684;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"153O";"Mindre operasjoner på tynntarm og tykktarm, dagkirurgisk behandling";0.383;1;"K";0.383;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"154A";"Større operasjoner på spiserør, magesekk og tolvf. >17 år m/bk";7.452;38;"K";7.452;6;0;"Ordinære innleggelser med overnatting";0;1;"154A_155A";"Ja"
"154B";"Andre operasjoner på spiserør, magesekk og tolvf. >17 år m/bk";5.770;33;"K";5.770;6;0;"Ordinære innleggelser med overnatting";0;1;"154B_155B";"Ja"
"155A";"Større operasjoner på spiserør, magesekk og tolvf. >17 år u/bk";3.384;12;"K";3.384;6;0;"Ordinære innleggelser med overnatting";0;0;"154A_155A";"Ja"
"155B";"Andre opersjoner på spiserør, magesekk og tolvf. >17 år u/bk";2.082;9;"K";2.082;6;0;"Ordinære innleggelser med overnatting";0;0;"154B_155B";"Ja"
"156O";"Operasjoner på spiserør, magesekk og tolvf., dagkirurgisk behandling";0.213;1;"K";0.213;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"158O";"Enkle tarmop og op på anus og fremlagt tarm, dagkirurgisk behandling";0.279;1;"K";0.400;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"160O";"Brokkop ekskl inguinal og femoral, dagkirurgisk behandling";0.512;1;"K";0.835;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"162O";"Inguinal og femoral brokkoperasjon, dagkirurgisk behandling";0.631;1;"K";0.759;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"162P";"Bilateral inguinal og femoral brokkop eller kombinerte brokkop, dagkirurgisk behandling";0.767;1;"K";0.767;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"166N";"Appendektomi med kompliserende hovedtilstand";1.880;9;"K";1.880;6;0;"Ordinære innleggelser med overnatting";0;1;"166N_167";"Ja"
"167O";"Appendektomi, dagkirurgisk behandling";0.751;1;"K";1.200;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"169O";"Prosedyrer i munnhulen, dagkirurgisk behandling";0.133;1;"K";0.133;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"171O";"Operasjoner på fordøyelsesorganer ITAD, dagkirurgisk behandling";0.526;1;"K";0.526;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"174N";"Komplisert magesår eller blødning i fordøyelseskanalen";1.308;12;"M";1.308;6;0;"Ordinære innleggelser med overnatting";0;1;"174N_175N";"Ja"
"175N";"Ukomplisert magesår eller blødning i fordøyelseskanalen";0.751;5;"M";0.751;6;0;"Ordinære innleggelser med overnatting";0;0;"174N_175N";"Ja"
"184A";"Øsofagitt, gastroenteritt og diverse 0-17 år m/bk";1.146;10;"M";1.146;6;0;"Ordinære innleggelser med overnatting";0;1;"184A_184B";"Ja"
"184B";"Øsofagitt, gastroenteritt og diverse 0-17 år u/bk";0.636;5;"M";0.636;6;0;"Ordinære innleggelser med overnatting";0;0;"184A_184B";"Ja"
"187A";"Tannuttrekking og restaurering";1.304;6;"M";1.304;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"187O";"Annen poliklinisk tannbehandling";0.275;0;;0.275;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"191A";"Transplantasjon av bukspyttkjertel, med eller uten nyretransplantasjon";19.156;44;"K";19.156;7;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"191B";"Op på bukspyttkj/lever og portosyst shuntop m/bk";5.416;30;"K";5.416;7;0;"Ordinære innleggelser med overnatting";0;1;"191B_192";"Ja"
"192O";"Op på bukspyttkj/lever og portosyst shuntop, dagkirurgisk behandling";0.332;1;"K";0.332;7;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"1A";"Intrakraniell operasjon for svulst i sentralnervesystemet";4.714;21;"K";4.714;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"1B";"Annen intrakraniell vaskulær operasjon";7.138;50;"K";7.138;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"1C";"Operasjon for intrakraniell aneurisme, vaskulær anomali eller hemangiom";4.931;13;"K";4.931;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"1D";"Intrakraniell cerebrospinal fluid shuntoperasjon";4.639;22;"K";4.639;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"1E";"Annen kraniotomi unntatt ved traume";3.673;33;"K";3.673;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"200O";"Diagn op på lever/galleveier/bukspyttkj, dagkirurgisk behandling";0.186;1;"K";0.186;7;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"201O";"Op på lever, galleveier og bukspyttkjertel ITAD, dagkirurgisk behandling";0.356;1;"K";0.356;7;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"209B";"Komplisert utskifting av hofteprotese";5.623;28;"K";5.623;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209C";"Utskifting av hofteleddsprotese";3.456;28;"K";3.456;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209D";"Innsetting av hofteleddsprotese m/bk";2.599;17;"K";2.599;8;1;"Ordinære innleggelser med overnatting";0;1;"209D_209E";"Ja"
"209E";"Innsetting av hofteleddsprotese u/bk";1.968;10;"K";1.968;8;1;"Ordinære innleggelser med overnatting";0;0;"209D_209E";"Ja"
"209F";"Utskifting av protese i kne eller ankel";3.100;35;"K";3.100;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209H";"Innsetting av protese i kne  ";1.899;17;"K";1.899;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209I";"Innsetting av protese i ankel";2.402;17;"K";2.402;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209J";"Komplisert utskifting av protese i kne eller ankel";5.888;35;"K";5.888;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209O";"Store leddingrep på underekstremitet, ikke reoperasjon, dagkirurgisk behandling";0.746;1;"K";0.746;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"210A";"Større op på bekken/hofte/femur pga traume >17 år m/bk";5.154;19;"K";5.154;8;1;"Ordinære innleggelser med overnatting";0;1;"210A_211A";"Ja"
"210N";"Op på bekken/hofte/femur ekskl proteseop >17 år m/bk";2.582;19;"K";2.582;8;1;"Ordinære innleggelser med overnatting";0;1;"210N_211N";"Ja"
"211A";"Større op på bekken/hofte/femur pga traume >17 år u/bk";3.711;19;"K";3.711;8;1;"Ordinære innleggelser med overnatting";0;0;"210A_211A";"Ja"
"211N";"Op på bekken/hofte/femur ekskl proteseop >17 år u/bk";1.706;19;"K";1.706;8;1;"Ordinære innleggelser med overnatting";0;0;"210N_211N";"Ja"
"212O";"Op på bekken/hofte/femur ekskl hofteledd, dagkirurgisk behandling";0.546;1;"K";0.546;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"213O";"Amputasjoner pga traume eller sykd i bevegelsesapparatet, dagkirurgisk behandling";0.222;1;"K";0.222;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"214A";"Kombinert fremre/ bakre spondylodese";5.611;28;"K";5.611;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"214B";"Fremre eller bakre spondylodese m/bk";4.858;33;"K";4.858;8;1;"Ordinære innleggelser med overnatting";0;1;"214B_215B";"Ja"
"214C";"Operasjoner på kolumna ekskl. spondylodese m/bk";1.975;12;"K";1.975;8;0;"Ordinære innleggelser med overnatting";0;1;"214C_215C";"Ja"
"215B";"Fremre eller bakre spondylodese u/bk";2.478;8;"K";2.478;8;0;"Ordinære innleggelser med overnatting";0;0;"214B_215B";"Ja"
"215C";"Operasjoner på kolumna ekskl. spondylodese u/bk";1.529;6;"K";1.363;8;0;"Ordinære innleggelser med overnatting";0;0;"214C_215C";"Ja"
"215O";"Operasjoner på kolumna, dagkirurgisk behandling";0.559;1;"K";1.363;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"216O";"Biopsier fra skjelett-muskelsystemet og bindevevet, dagkirurgisk behandling";0.297;1;"K";0.297;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"217O";"Sårrev og hudtranspl ekskl hånd pga traume/sykd i HDG 8, dagkirurgisk behandling";0.499;1;"K";0.499;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"220O";"Op på humerus og kne/legg/fot, dagkirugisk behandling";0.572;1;"K";0.572;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"222O";"Annen operasjon på kne eller legg, dagkirurgisk behandling";0.494;1;"K";0.751;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"222P";"Større operasjon på kne eller legg, dagkirurgisk behandling";0.666;1;"K";0.666;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"223O";"Større op på humerus/albue/underarm, dagkirurgisk behandling";0.502;1;"K";0.502;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"224A";"Bruddoperasjon på humerus/albue/underarm ekskl skulderprotese u/bk";1.390;4;"K";1.134;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"224B";"Operasjon på humerus/albue/underarm ekskl skulderprotese og bruddbehandling u/bk";1.313;4;"K";0.738;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"224P";"Bruddoperasjon på humerus/albue/underarm ekskl skulderprotese, dagkirurgisk behandling";0.781;1;"K";1.134;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"224Q";"Operasjon på humerus/albue/underarm ekskl skulderprotese og bruddbehandling, dagkirurgisk behandling";0.586;1;"K";0.738;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"225O";"Operasjoner på ankel og fot, dagkirugisk behandling";0.566;1;"K";0.566;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"227O";"Bløtdelsoperasjoner ITAD, dagkirurgisk behandling";0.409;1;"K";0.409;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"228O";"Større op på håndledd/hånd/tommel, dagkirugisk behandling";0.561;1;"K";0.561;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"229O";"Op på håndledd/ hånd ekskl større leddop, dagkirurgisk behandling";0.386;1;"K";0.386;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"230O";"Lokal eksisjon og fjerning av osteosyntesmat fra hofte/femur, dagkirurgisk behandling";0.442;1;"K";0.763;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"231O";"Lokal eksisjon og fjerning av osteosyntesmat ekskl fra hofte/femur, dagkirurgisk behandling";0.256;1;"K";0.329;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"232O";"Artroskopi, dagkirurgisk behandling";0.453;1;"K";0.453;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"234O";"Op på skjelett-muskelsystem og bindevev ITAD, dagkirurgisk behandling";0.536;1;"K";0.536;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"240N";"Vaskulitter og systemiske bindevevssykdommer m/bk";1.809;21;"M";1.809;8;1;"Ordinære innleggelser med overnatting";0;1;"240N_241N";"Ja"
"241N";"Vaskulitter og systemiske bindevevssykdommer u/bk";1.059;21;"M";1.059;8;1;"Ordinære innleggelser med overnatting";0;0;"240N_241N";"Ja"
"242A";"Infektiøs artritt og bursitt";3.275;35;"M";3.275;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"242B";"Spesifikke inflammatoriske ledd- og ryggsykdommer m/bk";1.231;21;"M";1.231;8;1;"Ordinære innleggelser med overnatting";0;1;"242B_242C";"Ja"
"242C";"Spesifikke inflammatoriske ledd- og ryggsykdommer u/bk";0.821;21;"M";0.821;8;1;"Ordinære innleggelser med overnatting";0;0;"242B_242C";"Ja"
"242D";"Annen artritt";0.863;9;"M";0.863;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"242E";"Artroser m/bk";0.876;8;"M";0.876;8;0;"Ordinære innleggelser med overnatting";0;1;"242E_242F";"Ja"
"242F";"Artroser u/bk";0.633;6;"M";0.633;8;0;"Ordinære innleggelser med overnatting";0;0;"242E_242F";"Ja"
"258O";"Total mastektomi ved ondartet svulst, dagkirurgisk behandling";0.903;1;"K";0.903;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"260O";"Subtotal mastektomi ved ondartet svulst, dagkirurgisk behandling";0.605;1;"K";0.842;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"261O";"Mammaop ved godartede sykd ekskl biopsi/lokal eksisjon, dagkirurgisk behandling";0.701;1;"K";0.868;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"262O";"Mammabiopsi og lokal eksisjon ved godartede sykdommer, dagkirurgisk behandling";0.356;1;"K";0.382;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"266O";"Hudtranspl og/eller revisjoner, dagkirurgisk behandling";0.247;1;"K";0.339;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"267O";"Perianale inngrep og operasjoner for sakralcyste, dagkirurgisk behandling";0.309;1;"K";0.456;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"268O";"Plastiske op på hud og underhud, dagkirurgisk behandling";0.322;1;"K";0.322;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"270O";"Op på hud og underhud ITAD, dagkirurgisk behandling";0.205;1;"K";0.205;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"285O";"Amputasjoner av underekstr pga sykdom i HDG 10, dagkirurgisk behandling";0.156;1;"K";0.156;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"287O";"Andre prosedyrer på endokrine organer, dagkirurgisk behandling";0.466;1;"K";0.466;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"288A";"Gastrointestinale operasjoner for adipositas";1.199;3;"K";1.188;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"288B";"Andre operasjoner for adipositas";1.493;2;"K";0.908;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"288O";"Gastrointestinale operasjoner for adipositas, dagkirurgisk behandling";0.065;1;"K";1.188;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"288P";"Andre operasjoner for adipositas, dagkirurgisk behandling";0.847;1;"K";0.908;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"290O";"Operasjoner på skjoldbruskkjertelen, dagkirurgisk behandling";0.077;1;"K";0.077;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"293O";"Op ved sykdommer i HDG 10 ITAD, dagkirurgisk behandling";0.083;1;"K";0.083;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"2A";"Annen kraniotomi ved traume";6.575;43;"K";6.575;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"2B";"Operasjon for kronisk subduralt hematom";2.358;10;"K";2.358;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"305O";"Nyre/ureterop og større blæreop, dagkirurgisk behandling";0.382;1;"K";0.382;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"307N";"Implantasjon av sfinkterprotese";2.728;4;"K";2.728;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"307O";"Implantasjon av sfinkterprotese, dagkirurgisk behandling";0.581;1;"K";0.581;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"309O";"Mindre operasjoner på urinblære ITAD, dagkirurgisk behandling";0.423;1;"K";0.614;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"311O";"Transurethrale operasjoner ekskl på prostata, dagkirurgisk behandling";0.448;1;"K";0.861;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"314O";"Operasjoner på urinrør, dagkirurgisk behandling";0.350;1;"K";0.465;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"315O";"Operasjoner på nyrer og urinveier ITAD, dagkirurgisk behandling";0.368;1;"K";0.368;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"317O";"Dialysebehandling, dagmedisinsk behandling";0.098;1;"M";0.098;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";0;"Null";"Null";"Ja"
