"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"ErGyldigForPoengtilleggAmbulantBehandling";"DRG_CCNivå";"DRG_CCGruppe";"ErSomatikk"
"459";"Mindre omfattende forbrenninger med revisjon/annen operasjon";1.802;18;"K";1.802;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"460";"Mindre omfattende forbrenninger uten operativ behandling";0.712;12;"M";0.712;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"461";"Operasjoner på pasienter m/diagnose i HDG 23";2.001;14;"K";2.001;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"463";"Symptomer og funn m/bk";0.929;10;"M";0.929;23;0;"Ordinære innleggelser med overnatting";0;1;"463_464";"Ja"
"464";"Symptomer og funn u/bk";0.618;5;"M";0.618;23;0;"Ordinære innleggelser med overnatting";0;0;"463_464";"Ja"
"465";"Etterbehandling m/ondartet sykdom som bidiagnose";2.264;21;"M";2.264;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"466";"Etterbehandling u/ondartet sykdom som bidiagnose";1.004;13;"M";1.004;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"467";"Påvirkninger på helsetilstanden ITAD";0.565;7;"M";0.565;23;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"468";"Større op uten sammenheng med hoveddiagnosen";4.526;36;"K";4.526;99;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"470";"Ikke grupperbar pga manglende opplysninger";0.000;0;;0.000;99;0;"Feilgruppering";0;"Null";"Null";"Ja"
"472";"Omfattende forbrenninger med operativ behandling";5.145;52;"K";5.145;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"473";"Akutt leukemi  >17 år";3.311;33;"M";3.311;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"477";"Mindre op uten sammenheng med hoveddiagnosen";2.705;25;"K";2.705;99;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"478";"Karkirurgisk operasjon ITAD m/bk";2.433;16;"K";2.433;5;0;"Ordinære innleggelser med overnatting";0;1;"478_479";"Ja"
"479";"Karkirurgisk operasjon ITAD u/bk";1.554;6;"K";1.554;5;0;"Ordinære innleggelser med overnatting";0;0;"478_479";"Ja"
"480";"Levertransplantasjon";37.716;82;"K";37.716;7;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"482";"Tracheostomi eller vevstransplantasjon ved sykdommer i ansikt, munnhule eller hals";14.318;62;"K";14.318;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"483";"Tracheostomi ekskl for sykd i ansikt, munnhule eller hals";29.866;100;"K";29.866;40;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"484";"Kraniotomi ved signifikant multitraume";8.431;50;"K";8.431;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"485";"Større op hofte/lårbensop og replantasjoner ved HDG 21";3.437;30;"K";3.437;21;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"486";"Operasjoner ved signifikant multitraume ITAD";8.265;30;"K";8.265;21;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"487";"Signifikant multitraume ITAD";2.614;30;"M";2.614;21;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"489";"HIV m/ betydelig HIV relatert sykdom";3.181;30;"M";3.181;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"490";"HIV med eller uten bidiagnose";1.200;13;"M";1.200;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"491";"Proteseop og replantasjon i skulder/albue/håndledd";2.997;12;"K";2.997;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"493";"Endoskopisk eller laparoskopisk kolecystektomi u/ eksplor av gallegang m/bk";2.093;17;"K";2.093;7;0;"Ordinære innleggelser med overnatting";0;1;"493_494";"Ja"
"494";"Endoskopisk eller laparoskopisk kolecystektomi u/ eksplor av gallegang u/bk";1.305;7;"K";1.057;7;0;"Ordinære innleggelser med overnatting";0;0;"493_494";"Ja"
"495";"Lungetransplantasjon";22.753;65;"K";22.753;4;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"502";"Mastektomi med rekonstruksjon av bryst v/ondartet svulst";3.050;10;"K";3.050;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"509";"Andre operasjoner på bryst";1.135;5;"K";1.135;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"520";"Obstruktivt søvnapnesyndrom (OSAS)";0.178;3;"M";0.178;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"521";"Operativ korreksjon av obstruktivt søvnapnesyndrom (OSAS)";0.643;2;"K";0.253;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
530;"Større plastikkirurgi etter stort vekttap (inkl. postbariatrisk kirurgi)";1.625;4;"K";1.625;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
531;"Annen plastikkirurgi etter stort vekttap (inkl. postbariatrisk kirurgi)";1.354;3;"K";1.354;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"570";"Innsetting eller bytte av annet nevrologisk stimuleringsutstyr";2.907;12;"K";2.907;1;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"104A";"Operasjoner på hjerteklaff u/bk";5.145;11;"K";5.145;5;0;"Ordinære innleggelser med overnatting";0;0;"104B_104A";"Ja"
"104B";"Operasjoner på flere hjerteklaffer eller en hjerteklaffoperasjon m/bk";7.736;26;"K";7.736;5;0;"Ordinære innleggelser med overnatting";0;1;"104B_104A";"Ja"
"104D";"Kateterbasert implantasjon av hjerteklaff";7.111;19;"K";7.111;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"104O";"Operasjoner på hjerteklaff inkl hjertekateterisering, dagkirurgisk behandling";2.564;1;"K";2.564;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"107A";"Koronar bypass uten hjertekateterisering eller komplekse ledsagende prosedyrer u/bk";4.834;9;"K";4.834;5;0;"Ordinære innleggelser med overnatting";0;0;"107C_107A";"Ja"
"107B";"Koronar bypass med hjertekateterisering";6.319;19;"K";6.319;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"107C";"Koronar bypass med komplekse ledsagende prosedyrer eller m/bk";6.464;22;"K";6.464;5;0;"Ordinære innleggelser med overnatting";0;1;"107C_107A";"Ja"
"107O";"Koronar bypass, dagkirurgisk behandling";2.409;1;"K";2.409;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"108O";"Op på hjerte og store intratorakale kar ITAD, dagkirurgisk behandling";0.181;1;"K";0.181;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"109N";"Operasjoner på thorakalt aortaaneurisme";8.761;24;"K";8.761;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"110O";"Større kardiovaskulære op, dagkirurgisk behandling";0.288;1;"K";0.288;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"112A";"Annen perkutan kardiovaskulær prosedyre";1.487;14;"K";1.487;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"112B";"Perkutan ablationsbehandling for hjertearytmi";2.213;5;"K";2.213;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"112C";"PCI uten AMI u/bk";0.910;4;"K";0.910;5;0;"Ordinære innleggelser med overnatting";0;0;"112D_112C";"Ja"
"112D";"PCI uten AMI m/bk";1.287;8;"K";1.287;5;0;"Ordinære innleggelser med overnatting";0;1;"112D_112C";"Ja"
"112E";"PCI med AMI u/bk";1.224;5;"K";1.224;5;0;"Ordinære innleggelser med overnatting";0;0;"112F_112E";"Ja"
"112F";"PCI med AMI m/bk";1.782;11;"K";1.782;5;0;"Ordinære innleggelser med overnatting";0;1;"112F_112E";"Ja"
"112P";"Perkutan ablasjonsbehandling for hjertearytmi, dagkirurgisk behandling";0.641;1;"K";0.641;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"112Q";"Annen perkutan kardiovaskulær prosedyre, dagkirurgisk behandling";0.641;1;"K";0.641;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"113O";"Amputasjon av underekstr ekskl tå v/ sirk.svikt, dagkirurgisk behandling";0.517;1;"K";0.517;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"114O";"Amputasjon av overekstr eller tå v/ sirk.svikt, dagkirurgisk behandling";0.219;1;"K";0.219;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"115A";"Fjerning av permanent pacemaker eller defibrillator";2.122;16;"K";2.122;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"115B";"Implantasjon eller bytte av pacemaker";1.675;12;"K";1.675;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"115C";"Innsetting eller bytte av defibrillator";3.113;17;"K";3.113;5;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"115O";"Revisjon eller fjerning av permanent pacemaker ved AMI, hjertesvikt eller sjokk, dagkirurgisk behandling";0.266;1;"K";0.266;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"116O";"Implantasjon eller bytte av pacemaker, dagkirurgisk behandling";0.696;1;"K";0.696;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"117O";"Innsetting eller bytte av defibrillator, dagkirurgisk behandling";0.910;1;"K";0.910;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"119O";"Inngrep for åreknuter, dagkirurgisk behandling";0.230;1;"K";0.250;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"120O";"Operasjoner på sirkulasjonsorganene ITAD, dagkirurgisk behandling";0.270;1;"K";0.270;5;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"125O";"Diagnostisk perkutan hjerteprosedyre, dagmedisinsk behandling";0.352;1;"M";0.352;5;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"147O";"Reseksjonsinngrep på rectum, dagkirurgisk behandling";1.604;1;"K";1.604;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"149O";"Større operasjoner på tynntarm og tykktarm, dagkirurgisk behandling";0.549;1;"K";0.549;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"14A";"Spesifikke karsykdommer i hjernen ekskl TIA m/bk";1.879;21;"M";1.879;1;1;"Ordinære innleggelser med overnatting";0;1;"14A_14B";"Ja"
"14B";"Spesifikke karsykdommer i hjernen ekskl TIA u/bk";1.268;21;"M";1.268;1;1;"Ordinære innleggelser med overnatting";0;0;"14A_14B";"Ja"
"151O";"Operasjon for tarmadheranser, dagkirurgisk behandling";1.701;1;"K";1.701;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"153O";"Mindre operasjoner på tynntarm og tykktarm, dagkirurgisk behandling";0.253;1;"K";0.253;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"154A";"Større operasjoner på spiserør, magesekk og tolvf. >17 år m/bk";7.669;71;"K";7.669;6;0;"Ordinære innleggelser med overnatting";0;1;"154A_155A";"Ja"
"154B";"Andre operasjoner på spiserør, magesekk og tolvf. >17 år m/bk";6.564;31;"K";6.564;6;0;"Ordinære innleggelser med overnatting";0;1;"154B_155B";"Ja"
"155A";"Større operasjoner på spiserør, magesekk og tolvf. >17 år u/bk";3.416;13;"K";3.416;6;0;"Ordinære innleggelser med overnatting";0;0;"154A_155A";"Ja"
"155B";"Andre opersjoner på spiserør, magesekk og tolvf. >17 år u/bk";2.205;9;"K";2.205;6;0;"Ordinære innleggelser med overnatting";0;0;"154B_155B";"Ja"
"156O";"Operasjoner på spiserør, magesekk og tolvf., dagkirurgisk behandling";0.202;1;"K";0.202;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"158O";"Enkle tarmop og op på anus og fremlagt tarm, dagkirurgisk behandling";0.269;1;"K";0.387;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"160O";"Brokkop ekskl inguinal og femoral, dagkirurgisk behandling";0.484;1;"K";0.803;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"162O";"Inguinal og femoral brokkoperasjon, dagkirurgisk behandling";0.589;1;"K";0.712;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"162P";"Bilateral inguinal og femoral brokkop eller kombinerte brokkop, dagkirurgisk behandling";0.706;1;"K";0.706;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"166N";"Appendektomi med kompliserende hovedtilstand";1.847;9;"K";1.847;6;0;"Ordinære innleggelser med overnatting";0;1;"166N_167";"Ja"
"167O";"Appendektomi, dagkirurgisk behandling";0.705;1;"K";1.186;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"169O";"Prosedyrer i munnhulen, dagkirurgisk behandling";0.145;1;"K";0.145;3;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"171O";"Operasjoner på fordøyelsesorganer ITAD, dagkirurgisk behandling";0.506;1;"K";0.506;6;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"174N";"Komplisert magesår eller blødning i fordøyelseskanalen";1.237;11;"M";1.237;6;0;"Ordinære innleggelser med overnatting";0;1;"174N_175N";"Ja"
"175N";"Ukomplisert magesår eller blødning i fordøyelseskanalen";0.775;6;"M";0.775;6;0;"Ordinære innleggelser med overnatting";0;0;"174N_175N";"Ja"
"184A";"Øsofagitt, gastroenteritt og diverse 0-17 år m/bk";0.914;9;"M";0.914;6;0;"Ordinære innleggelser med overnatting";0;1;"184A_184B";"Ja"
"184B";"Øsofagitt, gastroenteritt og diverse 0-17 år u/bk";0.628;5;"M";0.628;6;0;"Ordinære innleggelser med overnatting";0;0;"184A_184B";"Ja"
"187A";"Tannuttrekking og restaurering";1.191;4;"M";1.191;3;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"187O";"Annen poliklinisk tannbehandling";0.249;0;;0.249;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
"191A";"Transplantasjon av bukspyttkjertel, med eller uten nyretransplantasjon";18.784;40;"K";18.784;7;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"191B";"Op på bukspyttkj/lever og portosyst shuntop m/bk";6.129;38;"K";6.129;7;0;"Ordinære innleggelser med overnatting";0;1;"191B_192";"Ja"
"192O";"Op på bukspyttkj/lever og portosyst shuntop, dagkirurgisk behandling";0.324;1;"K";0.324;7;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"1A";"Intrakraniell operasjon for svulst i sentralnervesystemet";4.687;21;"K";4.687;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"1B";"Annen intrakraniell vaskulær operasjon";6.348;50;"K";6.348;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"1C";"Operasjon for intrakraniell aneurisme, vaskulær anomali eller hemangiom";4.579;13;"K";4.579;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"1D";"Intrakraniell cerebrospinal fluid shuntoperasjon";4.741;22;"K";4.741;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"1E";"Annen kraniotomi unntatt ved traume";4.149;33;"K";4.149;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"200O";"Diagn op på lever/galleveier/bukspyttkj, dagkirurgisk behandling";0.188;1;"K";0.188;7;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"201O";"Op på lever, galleveier og bukspyttkjertel ITAD, dagkirurgisk behandling";0.601;1;"K";0.601;7;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"209B";"Komplisert utskifting av hofteprotese";6.752;28;"K";6.752;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209C";"Utskifting av hofteleddsprotese";3.451;28;"K";3.451;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209D";"Innsetting av hofteleddsprotese m/bk";2.474;17;"K";2.474;8;1;"Ordinære innleggelser med overnatting";0;1;"209D_209E";"Ja"
"209E";"Innsetting av hofteleddsprotese u/bk";1.967;10;"K";1.967;8;1;"Ordinære innleggelser med overnatting";0;0;"209D_209E";"Ja"
"209F";"Utskifting av protese i kne eller ankel";2.994;35;"K";2.994;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209H";"Innsetting av protese i kne  ";2.019;17;"K";2.019;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209I";"Innsetting av protese i ankel";3.376;17;"K";3.376;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209J";"Komplisert utskifting av protese i kne eller ankel";5.627;35;"K";5.627;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"209O";"Store leddingrep på underekstremitet, ikke reoperasjon, dagkirurgisk behandling";0.637;1;"K";0.637;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"210A";"Større op på bekken/hofte/femur pga traume >17 år m/bk";5.264;19;"K";5.264;8;1;"Ordinære innleggelser med overnatting";0;1;"210A_211A";"Ja"
"210N";"Op på bekken/hofte/femur ekskl proteseop >17 år m/bk";2.474;19;"K";2.474;8;1;"Ordinære innleggelser med overnatting";0;1;"210N_211N";"Ja"
"211A";"Større op på bekken/hofte/femur pga traume >17 år u/bk";3.310;19;"K";3.310;8;1;"Ordinære innleggelser med overnatting";0;0;"210A_211A";"Ja"
"211N";"Op på bekken/hofte/femur ekskl proteseop >17 år u/bk";1.651;19;"K";1.651;8;1;"Ordinære innleggelser med overnatting";0;0;"210N_211N";"Ja"
"212O";"Op på bekken/hofte/femur ekskl hofteledd, dagkirurgisk behandling";0.474;1;"K";0.474;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"213O";"Amputasjoner pga traume eller sykd i bevegelsesapparatet, dagkirurgisk behandling";0.292;1;"K";0.292;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"214A";"Kombinert fremre/ bakre spondylodese";5.150;28;"K";5.150;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"214B";"Fremre eller bakre spondylodese m/bk";4.824;33;"K";4.824;8;1;"Ordinære innleggelser med overnatting";0;1;"214B_215B";"Ja"
"214C";"Operasjoner på kolumna ekskl. spondylodese m/bk";2.010;14;"K";2.010;8;0;"Ordinære innleggelser med overnatting";0;1;"214C_215C";"Ja"
"215B";"Fremre eller bakre spondylodese u/bk";2.428;8;"K";2.428;8;0;"Ordinære innleggelser med overnatting";0;0;"214B_215B";"Ja"
"215C";"Operasjoner på kolumna ekskl. spondylodese u/bk";1.487;7;"K";1.350;8;0;"Ordinære innleggelser med overnatting";0;0;"214C_215C";"Ja"
"215O";"Operasjoner på kolumna, dagkirurgisk behandling";0.493;1;"K";1.350;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"216O";"Biopsier fra skjelett-muskelsystemet og bindevevet, dagkirurgisk behandling";0.284;1;"K";0.284;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"217O";"Sårrev og hudtranspl ekskl hånd pga traume/sykd i HDG 8, dagkirurgisk behandling";0.227;1;"K";0.227;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"220O";"Op på humerus og kne/legg/fot, dagkirugisk behandling";0.551;1;"K";0.551;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"222O";"Annen operasjon på kne eller legg, dagkirurgisk behandling";0.452;1;"K";0.679;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"222P";"Større operasjon på kne eller legg, dagkirurgisk behandling";0.587;1;"K";0.587;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"223O";"Større op på humerus/albue/underarm, dagkirurgisk behandling";0.511;1;"K";0.511;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"224A";"Bruddoperasjon på humerus/albue/underarm ekskl skulderprotese u/bk";1.391;5;"K";1.152;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"224B";"Operasjon på humerus/albue/underarm ekskl skulderprotese og bruddbehandling u/bk";1.217;5;"K";0.689;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"224P";"Bruddoperasjon på humerus/albue/underarm ekskl skulderprotese, dagkirurgisk behandling";0.774;1;"K";1.152;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"224Q";"Operasjon på humerus/albue/underarm ekskl skulderprotese og bruddbehandling, dagkirurgisk behandling";0.544;1;"K";0.689;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"225O";"Operasjoner på ankel og fot, dagkirugisk behandling";0.539;1;"K";0.539;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"227O";"Bløtdelsoperasjoner ITAD, dagkirurgisk behandling";0.388;1;"K";0.388;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"228O";"Større op på håndledd/hånd/tommel, dagkirugisk behandling";0.541;1;"K";0.541;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"229O";"Op på håndledd/ hånd ekskl større leddop, dagkirurgisk behandling";0.367;1;"K";0.367;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"230O";"Lokal eksisjon og fjerning av osteosyntesmat fra hofte/femur, dagkirurgisk behandling";0.420;1;"K";0.748;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"231O";"Lokal eksisjon og fjerning av osteosyntesmat ekskl fra hofte/femur, dagkirurgisk behandling";0.237;1;"K";0.310;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"232O";"Artroskopi, dagkirurgisk behandling";0.421;1;"K";0.421;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"234O";"Op på skjelett-muskelsystem og bindevev ITAD, dagkirurgisk behandling";0.492;1;"K";0.492;8;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"240N";"Vaskulitter og systemiske bindevevssykdommer m/bk";1.648;21;"M";1.648;8;1;"Ordinære innleggelser med overnatting";0;1;"240N_241N";"Ja"
"241N";"Vaskulitter og systemiske bindevevssykdommer u/bk";0.985;21;"M";0.985;8;1;"Ordinære innleggelser med overnatting";0;0;"240N_241N";"Ja"
"242A";"Infektiøs artritt og bursitt";3.224;34;"M";3.224;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"242B";"Spesifikke inflammatoriske ledd- og ryggsykdommer m/bk";1.092;21;"M";1.092;8;1;"Ordinære innleggelser med overnatting";0;1;"242B_242C";"Ja"
"242C";"Spesifikke inflammatoriske ledd- og ryggsykdommer u/bk";0.754;21;"M";0.754;8;1;"Ordinære innleggelser med overnatting";0;0;"242B_242C";"Ja"
"242D";"Annen artritt";0.902;10;"M";0.902;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"242E";"Artroser m/bk";0.862;10;"M";0.862;8;0;"Ordinære innleggelser med overnatting";0;1;"242E_242F";"Ja"
"242F";"Artroser u/bk";0.594;6;"M";0.594;8;0;"Ordinære innleggelser med overnatting";0;0;"242E_242F";"Ja"
"258O";"Total mastektomi ved ondartet svulst, dagkirurgisk behandling";0.931;1;"K";0.931;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"260O";"Subtotal mastektomi ved ondartet svulst, dagkirurgisk behandling";0.544;1;"K";0.799;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"261O";"Mammaop ved godartede sykd ekskl biopsi/lokal eksisjon, dagkirurgisk behandling";0.604;1;"K";0.765;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"262O";"Mammabiopsi og lokal eksisjon ved godartede sykdommer, dagkirurgisk behandling";0.325;1;"K";0.347;30;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"266O";"Hudtranspl og/eller revisjoner, dagkirurgisk behandling";0.238;1;"K";0.358;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"267O";"Perianale inngrep og operasjoner for sakralcyste, dagkirurgisk behandling";0.331;1;"K";0.475;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"268O";"Plastiske op på hud og underhud, dagkirurgisk behandling";0.266;1;"K";0.266;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"270O";"Op på hud og underhud ITAD, dagkirurgisk behandling";0.201;1;"K";0.201;9;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"285O";"Amputasjoner av underekstr pga sykdom i HDG 10, dagkirurgisk behandling";0.140;1;"K";0.140;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"286O";"Operasjoner på binyrer og hypofyse, dagkirurgisk behandling";1.351;1;"K";1.351;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"288A";"Gastrointestinale operasjoner for adipositas";1.254;4;"K";1.248;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"288B";"Andre operasjoner for adipositas";1.556;2;"K";0.770;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"288O";"Gastrointestinale operasjoner for adipositas, dagkirurgisk behandling";0.343;1;"K";1.248;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"288P";"Andre operasjoner for adipositas, dagkirurgisk behandling";0.719;1;"K";0.770;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"289O";"Operasjoner på biskjoldbruskkjertelen, dagkirurgisk behandling";0.412;1;"K";0.412;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"290O";"Operasjoner på skjoldbruskkjertelen, dagkirurgisk behandling";0.436;1;"K";0.436;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"293O";"Op ved sykdommer i HDG 10 ITAD, dagkirurgisk behandling";0.045;1;"K";0.045;10;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"2A";"Annen kraniotomi ved traume";7.877;43;"K";7.877;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"2B";"Operasjon for kronisk subduralt hematom";2.504;10;"K";2.504;1;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"305O";"Nyre/ureterop og større blæreop, dagkirurgisk behandling";0.214;1;"K";0.214;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"307N";"Implantasjon av sfinkterprotese";2.580;9;"K";2.580;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"307O";"Implantasjon av sfinkterprotese, dagkirurgisk behandling";1.282;1;"K";1.282;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"309O";"Mindre operasjoner på urinblære ITAD, dagkirurgisk behandling";0.405;1;"K";0.602;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"311O";"Transurethrale operasjoner ekskl på prostata, dagkirurgisk behandling";0.414;1;"K";0.809;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"314O";"Operasjoner på urinrør, dagkirurgisk behandling";0.355;1;"K";0.480;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"315O";"Operasjoner på nyrer og urinveier ITAD, dagkirurgisk behandling";0.344;1;"K";0.344;11;0;"Dagkirurgi";0;"Null";"Null";"Ja"
"317O";"Dialysebehandling, dagmedisinsk behandling";0.099;1;"M";0.099;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";1;"Null";"Null";"Ja"
