"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"DRG_CCNivå";"DRG_CCGruppe"
"104B";"Operasjoner på flere hjerteklaffer eller en hjerteklaffoperasjon m/bk";6.905;25;"K";6.905;5;0;"Ordinære innleggelser med overnatting";1;"104B_104A"
"104D";"Kateterbasert implantasjon av hjerteklaff";8.530;19;"K";8.530;5;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"104O";"Operasjoner på hjerteklaff inkl hjertekateterisering, dagkirurgisk behandling";2.581;1;"K";2.581;5;0;"Dagkirurgi";"Null";"Null"
"107A";"Koronar bypass uten hjertekateterisering eller komplekse ledsagende prosedyrer u/bk";4.516;10;"K";4.516;5;0;"Ordinære innleggelser med overnatting";0;"107C_107A"
"107B";"Koronar bypass med hjertekateterisering";6.419;18;"K";6.419;5;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"107C";"Koronar bypass med komplekse ledsagende prosedyrer eller m/bk";6.271;21;"K";6.271;5;0;"Ordinære innleggelser med overnatting";1;"107C_107A"
"107O";"Koronar bypass, dagkirurgisk behandling";2.238;1;"K";2.238;5;0;"Dagkirurgi";"Null";"Null"
"108O";"Op på hjerte og store intratorakale kar ITAD, dagkirurgisk behandling";0.076;1;"K";0.076;5;0;"Dagkirurgi";"Null";"Null"
"109N";"Operasjoner på thorakalt aortaaneurisme";8.147;25;"K";8.147;5;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"110O";"Større kardiovaskulære op, dagkirurgisk behandling";0.383;1;"K";0.383;5;0;"Dagkirurgi";"Null";"Null"
"112A";"Annen perkutan kardiovaskulær prosedyre";1.590;17;"K";1.590;5;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"112B";"Perkutan ablationsbehandling for hjertearytmi";1.745;4;"K";1.745;5;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"112C";"PCI uten AMI u/bk";0.928;4;"K";0.928;5;0;"Ordinære innleggelser med overnatting";0;"112D_112C"
"112D";"PCI uten AMI m/bk";1.396;9;"K";1.396;5;0;"Ordinære innleggelser med overnatting";1;"112D_112C"
"112E";"PCI med AMI u/bk";1.282;5;"K";1.282;5;0;"Ordinære innleggelser med overnatting";0;"112F_112E"
"112F";"PCI med AMI m/bk";1.880;11;"K";1.880;5;0;"Ordinære innleggelser med overnatting";1;"112F_112E"
"113O";"Amputasjon av underekstr ekskl tå v/ sirk.svikt, dagkirurgisk behandling";0.212;1;"K";0.212;5;0;"Dagkirurgi";"Null";"Null"
"114O";"Amputasjon av overekstr eller tå v/ sirk.svikt, dagkirurgisk behandling";0.224;1;"K";0.224;5;0;"Dagkirurgi";"Null";"Null"
"115A";"Fjerning av permanent pacemaker eller defibrillator";1.790;12;"K";1.790;5;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"115B";"Implantasjon eller bytte av pacemaker";1.668;12;"K";1.668;5;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"115C";"Innsetting eller bytte av defibrillator";3.002;17;"K";3.002;5;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"115O";"Revisjon eller fjerning av permanent pacemaker ved AMI, hjertesvikt eller sjokk, dagkirurgisk behandling";0.155;1;"K";0.155;5;0;"Dagkirurgi";"Null";"Null"
"116O";"Implantasjon eller bytte av pacemaker, dagkirurgisk behandling";0.717;1;"K";0.717;5;0;"Dagkirurgi";"Null";"Null"
"117O";"Innsetting eller bytte av defibrillator, dagkirurgisk behandling";1.027;1;"K";1.027;5;0;"Dagkirurgi";"Null";"Null"
"119O";"Inngrep for åreknuter, dagkirurgisk behandling";0.229;1;"K";0.244;5;0;"Dagkirurgi";"Null";"Null"
"120O";"Operasjoner på sirkulasjonsorganene ITAD, dagkirurgisk behandling";0.301;1;"K";0.301;5;0;"Dagkirurgi";"Null";"Null"
"125O";"Diagnostisk perkutan hjerteprosedyre, dagmedisinsk behandling";0.330;1;"M";0.330;5;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"147O";"Reseksjonsinngrep på rectum, dagkirurgisk behandling";0.366;1;"K";0.366;6;0;"Dagkirurgi";"Null";"Null"
"149O";"Større operasjoner på tynntarm og tykktarm, dagkirurgisk behandling";0.403;1;"K";0.403;6;0;"Dagkirurgi";"Null";"Null"
"14A";"Spesifikke karsykdommer i hjernen ekskl TIA m/bk";2.123;21;"M";2.123;1;1;"Ordinære innleggelser med overnatting";1;"14A_14B"
"14B";"Spesifikke karsykdommer i hjernen ekskl TIA u/bk";1.377;21;"M";1.377;1;1;"Ordinære innleggelser med overnatting";0;"14A_14B"
"151O";"Operasjon for tarmadheranser, dagkirurgisk behandling";0.565;1;"K";0.565;6;0;"Dagkirurgi";"Null";"Null"
"153O";"Mindre operasjoner på tynntarm og tykktarm, dagkirurgisk behandling";0.287;1;"K";0.287;6;0;"Dagkirurgi";"Null";"Null"
"154A";"Større operasjoner på spiserør, magesekk og tolvf. >17 år m/bk";8.509;83;"K";8.509;6;0;"Ordinære innleggelser med overnatting";1;"154A_155A"
"154B";"Andre operasjoner på spiserør, magesekk og tolvf. >17 år m/bk";6.030;32;"K";6.030;6;0;"Ordinære innleggelser med overnatting";1;"154B_155B"
"155A";"Større operasjoner på spiserør, magesekk og tolvf. >17 år u/bk";4.189;14;"K";4.189;6;0;"Ordinære innleggelser med overnatting";0;"154A_155A"
"155B";"Andre opersjoner på spiserør, magesekk og tolvf. >17 år u/bk";2.188;11;"K";2.188;6;0;"Ordinære innleggelser med overnatting";0;"154B_155B"
"156O";"Operasjoner på spiserør, magesekk og tolvf., dagkirurgisk behandling";0.384;1;"K";0.384;6;0;"Dagkirurgi";"Null";"Null"
"158O";"Enkle tarmop og op på anus og fremlagt tarm, dagkirurgisk behandling";0.254;1;"K";0.394;6;0;"Dagkirurgi";"Null";"Null"
"160O";"Brokkop ekskl inguinal og femoral, dagkirurgisk behandling";0.494;1;"K";0.820;6;0;"Dagkirurgi";"Null";"Null"
"162O";"Inguinal og femoral brokkoperasjon, dagkirurgisk behandling";0.551;1;"K";0.683;6;0;"Dagkirurgi";"Null";"Null"
"162P";"Bilateral inguinal og femoral brokkop eller kombinerte brokkop, dagkirurgisk behandling";0.653;1;"K";0.653;6;0;"Dagkirurgi";"Null";"Null"
"166N";"Appendektomi med kompliserende hovedtilstand";1.912;9;"K";1.912;6;0;"Ordinære innleggelser med overnatting";1;"166N_167"
"167O";"Appendektomi, dagkirurgisk behandling";0.660;1;"K";1.191;6;0;"Dagkirurgi";"Null";"Null"
"169O";"Prosedyrer i munnhulen, dagkirurgisk behandling";0.094;1;"K";0.094;3;0;"Dagkirurgi";"Null";"Null"
"171O";"Operasjoner på fordøyelsesorganer ITAD, dagkirurgisk behandling";0.488;1;"K";0.488;6;0;"Dagkirurgi";"Null";"Null"
"174N";"Komplisert magesår eller blødning i fordøyelseskanalen";1.239;11;"M";1.239;6;0;"Ordinære innleggelser med overnatting";1;"174N_175N"
"175N";"Ukomplisert magesår eller blødning i fordøyelseskanalen";0.753;6;"M";0.753;6;0;"Ordinære innleggelser med overnatting";0;"174N_175N"
"184A";"Øsofagitt, gastroenteritt og diverse 0-17 år m/bk";1.014;12;"M";1.014;6;0;"Ordinære innleggelser med overnatting";1;"184A_184B"
"184B";"Øsofagitt, gastroenteritt og diverse 0-17 år u/bk";0.598;4;"M";0.542;6;0;"Ordinære innleggelser med overnatting";0;"184A_184B"
"187A";"Tannuttrekking og restaurering";0.902;4;"M";0.902;3;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"187O";"Annen poliklinisk tannbehandling";0.198;1;;0.198;3;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"191A";"Transplantasjon av bukspyttkjertel, med eller uten nyretransplantasjon";17.504;33;"K";17.504;7;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"191B";"Op på bukspyttkj/lever og portosyst shuntop m/bk";5.344;30;"K";5.344;7;0;"Ordinære innleggelser med overnatting";1;"191B_192"
"192O";"Op på bukspyttkj/lever og portosyst shuntop, dagkirurgisk behandling";0.562;1;"K";0.562;7;0;"Dagkirurgi";"Null";"Null"
"1A";"Intrakraniell operasjon for svulst i sentralnervesystemet";4.258;21;"K";4.258;1;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"1B";"Annen intrakraniell vaskulær operasjon";9.482;50;"K";9.482;1;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"1C";"Operasjon for intrakraniell aneurisme, vaskulær anomali eller hemangiom";5.569;13;"K";5.569;1;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"1D";"Intrakraniell cerebrospinal fluid shuntoperasjon";4.266;22;"K";4.266;1;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"1E";"Annen kraniotomi unntatt ved traume";4.008;33;"K";4.008;1;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"200O";"Diagn op på lever/galleveier/bukspyttkj, dagkirurgisk behandling";0.237;1;"K";0.237;7;0;"Dagkirurgi";"Null";"Null"
"201O";"Op på lever, galleveier og bukspyttkjertel ITAD, dagkirurgisk behandling";0.562;1;"K";0.562;7;0;"Dagkirurgi";"Null";"Null"
"209B";"Komplisert utskifting av hofteprotese";7.005;28;"K";7.005;8;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"209C";"Utskifting av hofteleddsprotese";3.580;28;"K";3.580;8;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"209D";"Innsetting av hofteleddsprotese m/bk";2.567;17;"K";2.567;8;1;"Ordinære innleggelser med overnatting";1;"209D_209E"
"209E";"Innsetting av hofteleddsprotese u/bk";2.041;10;"K";2.041;8;1;"Ordinære innleggelser med overnatting";0;"209D_209E"
"209F";"Utskifting av protese i kne eller ankel";3.106;35;"K";3.106;8;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"209H";"Innsetting av protese i kne  ";2.095;17;"K";2.095;8;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"209I";"Innsetting av protese i ankel";3.503;17;"K";3.503;8;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"209J";"Komplisert utskifting av protese i kne eller ankel";5.838;35;"K";5.838;8;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"209O";"Store leddingrep på underekstremitet, ikke reoperasjon, dagkirurgisk behandling";0.628;1;"K";0.628;8;0;"Dagkirurgi";"Null";"Null"
"210A";"Større op på bekken/hofte/femur pga traume >17 år m/bk";5.719;19;"K";5.719;8;1;"Ordinære innleggelser med overnatting";1;"210A_211A"
"210N";"Op på bekken/hofte/femur ekskl proteseop >17 år m/bk";2.514;19;"K";2.514;8;1;"Ordinære innleggelser med overnatting";1;"210N_211N"
"211A";"Større op på bekken/hofte/femur pga traume >17 år u/bk";3.485;19;"K";3.485;8;1;"Ordinære innleggelser med overnatting";0;"210A_211A"
"211N";"Op på bekken/hofte/femur ekskl proteseop >17 år u/bk";1.613;19;"K";1.613;8;1;"Ordinære innleggelser med overnatting";0;"210N_211N"
"212O";"Op på bekken/hofte/femur ekskl hofteledd, dagkirurgisk behandling";0.449;1;"K";0.449;8;0;"Dagkirurgi";"Null";"Null"
"213O";"Amputasjoner pga traume eller sykd i bevegelsesapparatet, dagkirurgisk behandling";0.234;1;"K";0.234;8;0;"Dagkirurgi";"Null";"Null"
"214A";"Kombinert fremre/ bakre spondylodese";4.857;28;"K";4.857;8;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"214B";"Fremre eller bakre spondylodese m/bk";4.379;33;"K";4.379;8;1;"Ordinære innleggelser med overnatting";1;"214B_215B"
"214C";"Operasjoner på kolumna ekskl. spondylodese m/bk";1.968;14;"K";1.968;8;0;"Ordinære innleggelser med overnatting";1;"214C_215C"
"215B";"Fremre eller bakre spondylodese u/bk";2.159;8;"K";2.159;8;0;"Ordinære innleggelser med overnatting";0;"214B_215B"
"215C";"Operasjoner på kolumna ekskl. spondylodese u/bk";1.434;6;"K";1.330;8;0;"Ordinære innleggelser med overnatting";0;"214C_215C"
"215O";"Operasjoner på kolumna, dagkirurgisk behandling";0.446;1;"K";1.330;8;0;"Dagkirurgi";"Null";"Null"
"216O";"Biopsier fra skjelett-muskelsystemet og bindevevet, dagkirurgisk behandling";0.246;1;"K";0.246;8;0;"Dagkirurgi";"Null";"Null"
"217O";"Sårrev og hudtranspl ekskl hånd pga traume/sykd i HDG 8, dagkirurgisk behandling";0.203;1;"K";0.203;8;0;"Dagkirurgi";"Null";"Null"
"220O";"Op på humerus og kne/legg/fot, dagkirugisk behandling";0.507;1;"K";0.507;8;0;"Dagkirurgi";"Null";"Null"
"222O";"Annen operasjon på kne eller legg, dagkirurgisk behandling";0.438;1;"K";0.659;8;0;"Dagkirurgi";"Null";"Null"
"222P";"Større operasjon på kne eller legg, dagkirurgisk behandling";0.589;1;"K";0.589;8;0;"Dagkirurgi";"Null";"Null"
"223O";"Større op på humerus/albue/underarm, dagkirurgisk behandling";0.616;1;"K";0.616;8;0;"Dagkirurgi";"Null";"Null"
"224P";"Bruddoperasjon på humerus/albue/underarm ekskl skulderprotese, dagkirurgisk behandling";0.597;1;"K";1.095;8;0;"Dagkirurgi";"Null";"Null"
"224Q";"Operasjon på humerus/albue/underarm ekskl skulderprotese og bruddbehandling, dagkirurgisk behandling";0.597;1;"K";0.758;8;0;"Dagkirurgi";"Null";"Null"
"225O";"Operasjoner på ankel og fot, dagkirugisk behandling";0.524;1;"K";0.524;8;0;"Dagkirurgi";"Null";"Null"
"227O";"Bløtdelsoperasjoner ITAD, dagkirurgisk behandling";0.365;1;"K";0.365;8;0;"Dagkirurgi";"Null";"Null"
"228O";"Større op på håndledd/hånd/tommel, dagkirugisk behandling";0.504;1;"K";0.504;8;0;"Dagkirurgi";"Null";"Null"
"229O";"Op på håndledd/ hånd ekskl større leddop, dagkirurgisk behandling";0.337;1;"K";0.337;8;0;"Dagkirurgi";"Null";"Null"
"230O";"Lokal eksisjon og fjerning av osteosyntesmat fra hofte/femur, dagkirurgisk behandling";0.413;1;"K";0.700;8;0;"Dagkirurgi";"Null";"Null"
"231O";"Lokal eksisjon og fjerning av osteosyntesmat ekskl fra hofte/femur, dagkirurgisk behandling";0.232;1;"K";0.304;8;0;"Dagkirurgi";"Null";"Null"
"232O";"Artroskopi, dagkirurgisk behandling";0.404;1;"K";0.404;8;0;"Dagkirurgi";"Null";"Null"
"234O";"Op på skjelett-muskelsystem og bindevev ITAD, dagkirurgisk behandling";0.504;1;"K";0.504;8;0;"Dagkirurgi";"Null";"Null"
"240N";"Vaskulitter og systemiske bindevevssykdommer m/bk";1.778;21;"M";1.778;8;1;"Ordinære innleggelser med overnatting";1;"240N_241N"
"241N";"Vaskulitter og systemiske bindevevssykdommer u/bk";1.026;21;"M";1.026;8;1;"Ordinære innleggelser med overnatting";0;"240N_241N"
"242A";"Infektiøs artritt og bursitt";3.290;35;"M";3.290;8;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"242B";"Spesifikke inflammatoriske ledd- og ryggsykdommer m/bk";1.078;21;"M";1.078;8;1;"Ordinære innleggelser med overnatting";1;"242B_242C"
"242C";"Spesifikke inflammatoriske ledd- og ryggsykdommer u/bk";0.716;21;"M";0.716;8;1;"Ordinære innleggelser med overnatting";0;"242B_242C"
"242D";"Annen artritt";0.835;8;"M";0.835;8;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"242E";"Artroser m/bk";0.858;9;"M";0.858;8;0;"Ordinære innleggelser med overnatting";1;"242E_242F"
"242F";"Artroser u/bk";0.533;6;"M";0.533;8;0;"Ordinære innleggelser med overnatting";0;"242E_242F"
"258O";"Total mastektomi ved ondartet svulst, dagkirurgisk behandling";0.946;1;"K";0.946;30;0;"Dagkirurgi";"Null";"Null"
"260O";"Subtotal mastektomi ved ondartet svulst, dagkirurgisk behandling";0.537;1;"K";0.804;30;0;"Dagkirurgi";"Null";"Null"
"261O";"Mammaop ved godartede sykd ekskl biopsi/lokal eksisjon, dagkirurgisk behandling";0.603;1;"K";0.751;30;0;"Dagkirurgi";"Null";"Null"
"262O";"Mammabiopsi og lokal eksisjon ved godartede sykdommer, dagkirurgisk behandling";0.333;1;"K";0.348;30;0;"Dagkirurgi";"Null";"Null"
"266O";"Hudtranspl og/eller revisjoner, dagkirurgisk behandling";0.184;1;"K";0.312;9;0;"Dagkirurgi";"Null";"Null"
"267O";"Perianale inngrep og operasjoner for sakralcyste, dagkirurgisk behandling";0.281;1;"K";0.454;9;0;"Dagkirurgi";"Null";"Null"
"268O";"Plastiske op på hud og underhud, dagkirurgisk behandling";0.201;1;"K";0.201;9;0;"Dagkirurgi";"Null";"Null"
"270O";"Op på hud og underhud ITAD, dagkirurgisk behandling";0.178;1;"K";0.178;9;0;"Dagkirurgi";"Null";"Null"
"285O";"Amputasjoner av underekstr pga sykdom i HDG 10, dagkirurgisk behandling";0.185;1;"K";0.185;10;0;"Dagkirurgi";"Null";"Null"
"286O";"Operasjoner på binyrer og hypofyse, dagkirurgisk behandling";1.342;1;"K";1.342;10;0;"Dagkirurgi";"Null";"Null"
"288A";"Gastrointestinale operasjoner for adipositas";1.252;3;"K";1.244;10;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"288B";"Andre operasjoner for adipositas";1.451;7;"K";1.054;10;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"288O";"Gastrointestinale operasjoner for adipositas, dagkirurgisk behandling";0.173;1;"K";1.244;10;0;"Dagkirurgi";"Null";"Null"
"288P";"Andre operasjoner for adipositas, dagkirurgisk behandling";0.690;1;"K";1.054;10;0;"Dagkirurgi";"Null";"Null"
"289O";"Operasjoner på biskjoldbruskkjertelen, dagkirurgisk behandling";0.520;1;"K";0.520;10;0;"Dagkirurgi";"Null";"Null"
"290O";"Operasjoner på skjoldbruskkjertelen, dagkirurgisk behandling";0.289;1;"K";0.289;10;0;"Dagkirurgi";"Null";"Null"
"293O";"Op ved sykdommer i HDG 10 ITAD, dagkirurgisk behandling";0.062;1;"K";0.062;10;0;"Dagkirurgi";"Null";"Null"
"2A";"Annen kraniotomi ved traume";6.284;43;"K";6.284;1;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"2B";"Operasjon for kronisk subduralt hematom";2.176;10;"K";2.176;1;1;"Ordinære innleggelser med overnatting";"Null";"Null"
"305O";"Nyre/ureterop og større blæreop, dagkirurgisk behandling";0.201;1;"K";0.201;11;0;"Dagkirurgi";"Null";"Null"
"307N";"Implantasjon av sfinkterprotese";2.961;4;"K";2.961;11;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"307O";"Implantasjon av sfinkterprotese, dagkirurgisk behandling";0.594;1;"K";0.594;11;0;"Dagkirurgi";"Null";"Null"
"309O";"Mindre operasjoner på urinblære ITAD, dagkirurgisk behandling";0.392;1;"K";0.562;11;0;"Dagkirurgi";"Null";"Null"
"311O";"Transurethrale operasjoner ekskl på prostata, dagkirurgisk behandling";0.384;1;"K";0.821;11;0;"Dagkirurgi";"Null";"Null"
"314O";"Operasjoner på urinrør, dagkirurgisk behandling";0.317;1;"K";0.432;11;0;"Dagkirurgi";"Null";"Null"
"315O";"Operasjoner på nyrer og urinveier ITAD, dagkirurgisk behandling";0.318;1;"K";0.318;11;0;"Dagkirurgi";"Null";"Null"
"317O";"Dialysebehandling, dagmedisinsk behandling";0.102;1;"M";0.102;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"323O";"Stein i urinveiene og/eller ESWL behandling, dagmedisinsk behandling";0.132;1;"M";0.132;11;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"329N";"Urethrastriktur";0.845;4;"M";0.845;11;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"335O";"Større operasjoner i det mannlige bekken, dagkirurgisk behandling";0.656;1;"K";0.656;12;0;"Dagkirurgi";"Null";"Null"
"337O";"Transurethral prostatectomi, dagkirurgisk behandling";0.130;1;"K";1.002;12;0;"Dagkirurgi";"Null";"Null"
"340O";"Op på skrotalinnhold ved godartede sykd, dagkirurgisk behandling";0.481;1;"K";0.546;12;0;"Dagkirurgi";"Null";"Null"
"341O";"Operasjoner på penis, dagkirugisk behandling";0.252;1;"K";0.252;12;0;"Dagkirurgi";"Null";"Null"
"342N";"Omskjæring";0.798;4;"K";0.324;12;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"343O";"Omskjæring, dagkirurgisk behandling";0.303;1;"K";0.324;12;0;"Dagkirurgi";"Null";"Null"
"345O";"Op på mannlige kjønnsorg ekskl ondartet svulst ITAD, dagkirurgisk behandling";0.141;1;"K";0.141;12;0;"Dagkirurgi";"Null";"Null"
"351O";"Sterilisering av menn, dagkirurgisk behandling";0.000;1;"K";0.000;12;0;"Dagkirurgi";"Null";"Null"
"353O";"Eksentrasjon av bekkenet, radikal hysterektomi og vulvektomi, dagkirurgisk behandling";0.081;1;"K";0.081;13;0;"Dagkirurgi";"Null";"Null"
"355O";"Op på uterus/adn pga ikke ovar/adn malign sykd, dagkirurgisk behandling";0.395;1;"K";0.395;13;0;"Dagkirurgi";"Null";"Null"
"356O";"Rekonstruktive gynekologiske inngrep, dagkirurgisk behandling";0.625;1;"K";1.043;13;0;"Dagkirurgi";"Null";"Null"
"357O";"Op på uterus/adn ved ovar/adn malign sykdom, dagkirurgisk behandling";0.500;1;"K";0.500;13;0;"Dagkirurgi";"Null";"Null"
"359O";"Op på uterus/adn ved godartede sykd i ovar/adn, dagkirurgisk behandling";0.284;1;"K";0.733;13;0;"Dagkirurgi";"Null";"Null"
"360O";"Operasjoner på vagina, cervix og vulva ekskl vulvektomi, dagkirurgisk behandling";0.187;1;"K";0.187;13;0;"Dagkirurgi";"Null";"Null"
"361O";"Gynekologisk laparoskopi og sterilisering via laparotomi, dagkirurgisk behandling";0.528;1;"K";0.528;13;0;"Dagkirurgi";"Null";"Null"
"362O";"Sterilisering via laparoskopi eller annen endoskopisk sterilisering, dagkirurgisk behandling";0.000;1;"K";0.000;13;0;"Dagkirurgi";"Null";"Null"
"364O";"Utskraping og konisering, dagkirurgisk behandling";0.116;1;"K";0.126;13;0;"Dagkirurgi";"Null";"Null"
"365O";"Operasjoner på kvinnelige kjønnsorganer ITAD, dagkirurgisk behandling";0.494;1;"K";0.494;13;0;"Dagkirurgi";"Null";"Null"
"36C";"Brakyterapi av øyet";3.712;13;"K";3.712;2;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"36D";"Andre større inngrep på øyet";1.443;10;"K";1.443;2;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"36E";"Inngrep på retina og glasslegeme";1.454;5;"K";1.454;2;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"36O";"Op på corpus vitreum, choroidea, retina, dagkirurgisk behandling";0.445;1;"K";0.445;2;0;"Dagkirurgi";"Null";"Null"
"36P";"Transplantasjon av cornea, dagkirurgisk behandling";0.212;1;"K";0.212;2;0;"Dagkirurgi";"Null";"Null"
"36R";"Laserprosedyrer på iris og kammervinkel, dagkirurgisk behandling";0.097;1;"K";0.097;2;0;"Dagkirurgi";"Null";"Null"
"36S";"Prosedyrer for intraokulært trykk, dagkirurgisk behandling";0.227;1;"K";0.227;2;0;"Dagkirurgi";"Null";"Null"
"371O";"Keisersnitt, dagkirurgisk behandling";0.168;1;"K";0.168;14;0;"Dagkirurgi";"Null";"Null"
"373O";"Vaginal fødsel, dagopphold";0.105;1;"M";0.105;14;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"377N";"Sykdommer etter forløsning og abort m/ operasjon";1.017;5;"K";1.017;14;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"377O";"Sykdommer etter forløsning og abort m/ operasjon, dagkirurgisk behandling";0.214;1;"K";0.214;14;0;"Dagkirurgi";"Null";"Null"
"378N";"Operasjoner ved ekstrauterin graviditet";1.146;4;"K";1.146;14;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"37O";"Op på orbita inkl enukleasjon/eviscerasjon av øye, dagkirurgisk behandling";0.418;1;"K";0.418;2;0;"Dagkirurgi";"Null";"Null"
"381O";"Abort, dagkirurgisk behandling";0.260;1;"K";0.360;14;0;"Dagkirurgi";"Null";"Null"
"385A";"Nyfødt, døde 0-2 d. gml eller overf. til annen inst. 0-5 d. etter fødsel";1.089;5;;1.089;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"385B";"Oppfølging av neonatalproblemer eller forsinket neonatalproblem, fødselsvekt over 1000 g";1.408;15;;1.408;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"385C";"Oppfølging av nyfødte med fødselsvekt under 1000 g";10.700;81;;10.700;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"386N";"Nyfødt, fødselsvekt under 1000 g";28.298;128;;28.298;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"387N";"Nyfødt, fødselsvekt 1000-1499 g";18.006;77;;18.006;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"388A";"Nyfødt, fødselsvekt 1500-2499g eller annen immaturitet, med multiple problemer";10.026;66;;10.026;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"388B";"Nyfødt, fødselsvekt 1500-2499g eller annen immaturitet, uten multiple problemer";2.933;19;;2.933;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"388C";"Alvorlig respirasjonsproblem hos nyfødt med lav fødselsvekt (<2500g)";8.829;40;;8.829;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"389A";"Nyfødt, fødselsvekt 1500 g eller mer, med større operasjon";12.248;55;;12.248;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"389B";"Nyfødt, fødselsvekt minst 2500 g, med multiple problemer";4.104;25;;4.104;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"389C";"Alvorlig respirasjonsproblem hos nyfødt uten lav fødselsvekt (>2499g)";2.943;13;;2.943;15;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"391O";"Frisk nyfødt, dagopphold";0.109;1;;0.109;15;0;"Andre innleggelser uten overnatting og spesielle polikliniske tilbud";"Null";"Null"
"393O";"Op på milten pga sykdom i HDG 16, dagkirurgisk behandling";0.922;1;"K";0.922;16;0;"Dagkirurgi";"Null";"Null"
"394O";"Op pga sykdom i blod/bloddannende organer ITAD, dagkirurgisk behandling";0.352;1;"K";0.352;16;0;"Dagkirurgi";"Null";"Null"
"39P";"Bilaterale operasjoner på linsen, dagkirurgisk behandling";0.212;1;"K";0.221;2;0;"Dagkirurgi";"Null";"Null"
"39Q";"Unilaterale operasjoner på linsen, dagkirurgisk behandling";0.176;1;"K";0.185;2;0;"Dagkirurgi";"Null";"Null"
"3N";"Stereotaktisk intrakraniell strålebehandling";0.728;6;"M";0.728;1;0;"Ordinære innleggelser med overnatting";"Null";"Null"
"3O";"Kraniotomi, dagkirurgisk behandling";0.205;1;"K";0.205;1;0;"Dagkirurgi";"Null";"Null"
"3P";"Stereotaktisk intrakraniell strålebehandling, dagmedisinsk behandling";0.022;1;"M";0.022;1;0;"Dagkirurgi";"Null";"Null"
"402O";"Op ved lymfom og ikke-akutt leukemi ITAD, dagkirurgisk behandling";0.356;1;"K";0.356;17;0;"Dagkirurgi";"Null";"Null"
"407O";"Større op ved sykdommer i HDG 17 ekskl lymfom og leukemi, dagkirurgisk behandling";0.198;1;"K";0.198;17;0;"Dagkirurgi";"Null";"Null"
"408O";"Op ved myeloprolif sykd eller udiff ondartet sykdom, dagkirurgisk behandling";0.255;1;"K";0.255;17;0;"Dagkirurgi";"Null";"Null"
